4.53905,4.46095,4.48596,4.51404,4.44943,4.55057,4.57292,4.42708,4.49257,4.50743,4.49979,4.50021,4.57251,4.42749,4.52449,4.47551,4.46314,4.53686,4.57508,4.42492,4.46498,4.53502,4.44055,4.55945,4.5229,4.4771,4.46125,4.53875,4.53125,4.46875,4.60146,4.39854,4.47143,4.52857,4.47657,4.52343,4.45491,4.54509,4.53357,4.46643,4.47169,4.52831,4.46053,4.53947,4.37758,4.62242,4.62379,4.37621,4.48408,4.51592,4.45743,4.54257,4.47514,4.52486,4.55623,4.44377,4.61165,4.38835,4.45803,4.54197,4.50107,4.49893,4.51832,4.48168,
4.50338,4.49662,4.38051,4.61949,4.42175,4.57825,4.56324,4.43676,4.45392,4.54608,4.50156,4.49844,4.50323,4.49677,4.53514,4.46486,4.5748,4.4252,4.5177,4.4823,4.51503,4.48497,4.54645,4.45355,4.55951,4.44049,4.41052,4.58948,4.48517,4.51483,4.52578,4.47422,4.468,4.532,4.46664,4.53336,4.54014,4.45986,4.54901,4.45099,4.51633,4.48367,4.53991,4.46009,4.5688,4.4312,4.47983,4.52017,4.47787,4.52213,4.5424,4.4576,4.51161,4.48839,4.55091,4.44909,4.49779,4.50221,4.50456,4.49544,4.49837,4.50163,4.50796,4.49204,
4.47545,4.52455,4.56658,4.43342,4.56909,4.43091,4.55774,4.44226,4.49644,4.50356,4.51595,4.48405,4.46205,4.53795,4.49097,4.50903,4.39061,4.60939,4.40613,4.59387,4.5251,4.4749,4.51913,4.48087,4.48272,4.51728,4.48045,4.51955,4.4811,4.5189,4.40178,4.59822,4.49805,4.50195,4.54889,4.45111,4.52648,4.47352,4.5062,4.4938,4.49796,4.50204,4.53715,4.46285,4.5613,4.4387,4.45294,4.54706,4.47419,4.52581,4.50374,4.49626,4.52848,4.47152,4.49007,4.50993,4.48936,4.51064,4.39629,4.60371,4.4955,4.5045,4.49069,4.50931,
4.40323,4.59677,4.60145,4.39855,4.48288,4.51712,4.55218,4.44782,4.4574,4.5426,4.46267,4.53733,4.43151,4.56849,4.55972,4.44028,4.50829,4.49171,4.51118,4.48882,4.50383,4.49617,4.44092,4.55908,4.49499,4.50501,4.46957,4.53043,4.43363,4.56637,4.48662,4.51338,4.48879,4.51121,4.49221,4.50779,4.44872,4.55128,4.51047,4.48953,4.54001,4.45999,4.46464,4.53536,4.49072,4.50928,4.48861,4.51139,4.54182,4.45818,4.37035,4.62965,4.49134,4.50866,4.57401,4.42599,4.55595,4.44405,4.58036,4.41964,4.48021,4.51979,4.45109,4.54891,
4.59833,4.40167,4.448,4.552,4.52281,4.47719,4.60577,4.39423,4.57439,4.42561,4.50478,4.49522,4.47763,4.52237,4.50627,4.49373,4.62196,4.37804,4.4674,4.5326,4.48531,4.51469,4.42506,4.57494,4.60574,4.39426,4.54187,4.45813,4.54244,4.45756,4.47674,4.52326,4.47723,4.52277,4.60252,4.39748,4.53768,4.46232,4.55565,4.44435,4.53418,4.46582,4.47608,4.52392,4.52462,4.47538,4.4957,4.5043,4.5427,4.4573,4.51398,4.48602,4.44642,4.55358,4.45358,4.54642,4.53632,4.46368,4.516,4.484,4.44325,4.55675,4.52683,4.47317,
4.56343,4.43657,4.46698,4.53302,4.42851,4.57149,4.45264,4.54736,4.36307,4.63693,4.49087,4.50913,4.4077,4.5923,4.46612,4.53388,4.50075,4.49925,4.46373,4.53627,4.49106,4.50894,4.56998,4.43002,4.4936,4.5064,4.58268,4.41732,4.5016,4.4984,4.4794,4.5206,4.53702,4.46298,4.5286,4.4714,4.47539,4.52461,4.47184,4.52816,4.54487,4.45513,4.51006,4.48994,4.55664,4.44336,4.58826,4.41174,4.5499,4.4501,4.39986,4.60014,4.44092,4.55908,4.53784,4.46216,4.45952,4.54048,4.56,4.44,4.59051,4.40949,4.5431,4.4569,
4.56304,4.43696,4.59157,4.40843,4.42482,4.57518,4.58394,4.41606,4.46889,4.53111,4.46792,4.53208,4.50257,4.49743,4.42456,4.57544,4.53052,4.46948,4.44645,4.55355,4.49132,4.50868,4.50946,4.49054,4.48064,4.51936,4.46563,4.53437,4.49077,4.50923,4.44121,4.55879,4.47126,4.52874,4.45687,4.54313,4.5579,4.4421,4.47591,4.52409,4.53657,4.46343,4.50859,4.49141,4.44313,4.55687,4.51823,4.48177,4.50085,4.49915,4.5034,4.4966,4.48929,4.51071,4.4249,4.5751,4.56159,4.43841,4.4769,4.5231,4.45465,4.54535,4.53821,4.46179,
4.42802,4.57198,4.54726,4.45274,4.49823,4.50177,4.44274,4.55726,4.54554,4.45446,4.46251,4.53749,4.53383,4.46617,4.52372,4.47628,4.47753,4.52247,4.42661,4.57339,4.48427,4.51573,4.46629,4.53371,4.42109,4.57891,4.42457,4.57543,4.51508,4.48492,4.56152,4.43848,4.5359,4.4641,4.53788,4.46212,4.44759,4.55241,4.54539,4.45461,4.43764,4.56236,4.48235,4.51765,4.58492,4.41508,4.40073,4.59927,4.58322,4.41678,4.38584,4.61416,4.52415,4.47585,4.53555,4.46445,4.49858,4.50142,4.45893,4.54107,4.50288,4.49712,4.59002,4.40998,
4.51318,4.48682,4.54917,4.45083,4.47109,4.52891,4.58608,4.41392,4.51227,4.48773,4.47312,4.52688,4.52083,4.47917,4.46852,4.53148,4.43305,4.56695,4.52369,4.47631,4.40812,4.59188,4.51667,4.48333,4.50371,4.49629,4.42801,4.57199,4.54637,4.45363,4.52137,4.47863,4.39794,4.60206,4.52407,4.47593,4.56516,4.43484,4.49066,4.50934,4.4444,4.5556,4.4035,4.5965,4.4374,4.5626,4.50137,4.49863,4.49279,4.50721,4.50939,4.49061,4.41065,4.58935,4.56143,4.43857,4.50447,4.49553,4.52966,4.47034,4.47643,4.52357,4.47515,4.52485,
4.47249,4.52751,4.54923,4.45077,4.44695,4.55305,4.45771,4.54229,4.48389,4.51611,4.49801,4.50199,4.45788,4.54212,4.53736,4.46264,4.53824,4.46176,4.45269,4.54731,4.47496,4.52504,4.48156,4.51844,4.46733,4.53267,4.58895,4.41105,4.34828,4.65172,4.52424,4.47576,4.47048,4.52952,4.49369,4.50631,4.47368,4.52632,4.49153,4.50847,4.49365,4.50635,4.51306,4.48694,4.53161,4.46839,4.56475,4.43525,4.50229,4.49771,4.52468,4.47532,4.59561,4.40439,4.46279,4.53721,4.44544,4.55456,4.51889,4.48111,4.48676,4.51324,4.45947,4.54053,
4.53962,4.46038,4.48249,4.51751,4.45175,4.54825,4.52561,4.47439,4.40949,4.59051,4.44331,4.55669,4.4898,4.5102,4.51284,4.48716,4.48183,4.51817,4.55099,4.44901,4.49321,4.50679,4.50421,4.49579,4.41105,4.58895,4.47384,4.52616,4.50731,4.49269,4.49168,4.50832,4.47085,4.52915,4.62157,4.37843,4.60259,4.39741,4.49088,4.50912,4.52531,4.47469,4.47246,4.52754,4.5291,4.4709,4.55655,4.44345,4.54443,4.45557,4.58416,4.41584,4.3789,4.6211,4.47337,4.52663,4.44161,4.55839,4.4083,4.5917,4.49766,4.50234,4.56476,4.43524,
4.56309,4.43691,4.52986,4.47014,4.47439,4.52561,4.43277,4.56723,4.44786,4.55214,4.51671,4.48329,4.44018,4.55982,4.59268,4.40732,4.49158,4.50842,4.4669,4.5331,4.46481,4.53519,4.46817,4.53183,4.41257,4.58743,4.48043,4.51957,4.49068,4.50932,4.46975,4.53025,4.43459,4.56541,4.4574,4.5426,4.55621,4.44379,4.42433,4.57567,4.57339,4.42661,4.45247,4.54753,4.50885,4.49115,4.47388,4.52612,4.49274,4.50726,4.44822,4.55178,4.47693,4.52307,4.54453,4.45547,4.46341,4.53659,4.59474,4.40526,4.46366,4.53634,4.53394,4.46606,
4.48483,4.51517,4.42491,4.57509,4.43033,4.56967,4.45266,4.54734,4.48947,4.51053,4.54125,4.45875,4.41157,4.58843,4.45491,4.54509,4.54713,4.45287,4.50854,4.49146,4.53163,4.46837,4.49234,4.50766,4.48773,4.51227,4.53369,4.46631,4.41287,4.58713,4.53776,4.46224,4.51097,4.48903,4.47844,4.52156,4.56157,4.43843,4.49945,4.50055,4.49143,4.50857,4.44277,4.55723,4.58372,4.41628,4.52561,4.47439,4.45798,4.54202,4.49917,4.50083,4.55189,4.44811,4.48666,4.51334,4.50413,4.49587,4.51739,4.48261,4.53447,4.46553,4.52547,4.47453,
4.49567,4.50433,4.44577,4.55423,4.40284,4.59716,4.49531,4.50469,4.55403,4.44597,4.50686,4.49314,4.5129,4.4871,4.59025,4.40975,4.51978,4.48022,4.54028,4.45972,4.45625,4.54375,4.50778,4.49222,4.53866,4.46134,4.42737,4.57263,4.47522,4.52478,4.57183,4.42817,4.43405,4.56595,4.46306,4.53694,4.4778,4.5222,4.59479,4.40521,4.53457,4.46543,4.52271,4.47729,4.54236,4.45764,4.48875,4.51125,4.46949,4.53051,4.4705,4.5295,4.56162,4.43838,4.55792,4.44208,4.48896,4.51104,4.52358,4.47642,4.43468,4.56532,4.52661,4.47339,
